gvkey,fyear,act,at,bkvlps,capx,ceq,ch,che,csho,cstk,dlc,dltt,dvt,ebit,ebitda,emp,intan,invt,itcb,ivaeq,ivao,lct,lt,mib,ni,oiadp,ppegt,ppent,pstkl,pstkrv,rect,revt,sale,seq,txdb,txditc,txt,utme,xad,xopr,xrd,sich,mkvalt,prcc_f,naics,sic,marketval,log_sales,log_employee_base,log_asset_total,leverage1,leverage2,leverage3,randd,cap2asset,ebitda2asset,firmyr_patent_count,firmyr_fcitation06_mean,firmyr_fcitation06_total,firmyr_bcitation06_mean,firmyr_bcitation06_total,firmyr_nclaims_mean,firmyr_nclaims_total,firmyr_complexity_mean,firmyr_generality_mean,firmyr_originality_mean
12718,2002,291.733,339.169,5.6324,12.364,151.631,98.341,209.484,26.921,0.269,0.708,125,0,-10.476,5.392,0.692,15.782,24.091,0,0,0,61.997,187.538,0,-38.405,-10.476,107.98,28.575,0,0,56.04,211.515,211.515,151.631,0.541,0.541,16.527,,,206.123,26.872,3576,201.6383,7.49,334119,3576,201.6383,5.354296,-0.3681693,5.826499,0.0020875,0.5529338,0.3685478,3.291085,0.0364538,0.0158977,1,0,0,253.1144,253.1144,8,8,5.254339,,0.6666666
12718,2003,211.677,412.381,5.1928,10.318,142.807,75.267,77.486,27.501,0.275,1.619,129.468,0,4.747,29.879,1.215,138.428,29.976,0,0,0,140.106,269.574,0,-24.053,4.747,130.628,52.264,0,0,99.815,360.877,360.877,142.807,0,0,0.625,,,330.998,62.425,3576,284.6354,10.35,334119,3576,284.6353,5.888537,0.1947441,6.021948,0.003926,0.6537013,0.3139524,4.133966,0.0250206,0.0724548,1,0,0,142.1101,142.1101,13,13,6.05006,,0
12718,2004,185.755,295.588,1.3498,20.22,39.802,32.481,54.209,29.487,0.295,3.092,128.515,0,-19.42,10.315,1.011,47.491,29.871,0,0,0,126.484,255.786,0,-110.604,-19.42,156.622,50.078,0,0,96.327,366.302,366.302,39.802,0,0,2.237,,,355.987,51.664,3576,157.4606,5.34,334119,3576,157.4606,5.903458,0.0109399,5.688967,0.0104605,0.8653464,0.4347775,3.944761,0.068406,0.0348965,4,6.67095,26.6838,249.6394,998.5575,16.75,67,5.707506,,0.5075758
12756,2001,2876,23719,6.2523,972,2783,284,284,445.116,453,1804,10365,72,679,2032,72,14637,690,0,0,0,4522,20899,,-321,679,10932,6206,37,37,1540,15700,15700,2820,4336,4336,-131,,,13668,,2086,8430.497,18.94,312111,2086,8430.497,9.661416,4.276666,10.07403,0.0760572,0.881108,0.4369915,,0.0409798,0.0856697,2,2.54765,5.0953,30.5718,61.1436,18,36,5.442407,,0.6888889
12756,2003,3000,25700,9.5775,1099,4365,80,80,455.754,462,1094,10552,74,1487,2584,74,14749,725,0,0,0,3941,21335,,676,1487,13523,6794,0,0,1772,17330,17330,4365,4965,4965,296,,,14746,,2086,9967.34,21.87,312111,2086,9967.34,9.760195,4.304065,10.15425,0.0425681,0.8301557,0.4105836,,0.0427626,0.1005448,1,0,0,15.1806,15.1806,16,16,6.051571,,0
12757,2000,24.754,30.783,0.3717,0.933,20.093,22.481,22.481,54.064,1.622,0,6.581,0,-6.747,-6.265,0.066,0.152,0.796,0,0,0,3.009,10.69,0,-7.984,-6.747,3.738,1.681,0,0,1.189,5.099,5.099,20.093,0,0,0,,,11.364,5.283,2834,86.1645,1.59375,325412,2834,86.1645,1.629044,-2.718101,3.426963,0,0.3472696,0.2137868,1.664494,0.0303089,-0.2035214,1,0,0,11.0736,11.0736,19,19,5.848112,,0.6666666
12757,2002,22.802,24.687,0.2342,0.566,13.246,19.579,21.779,56.561,1.697,3.447,0,0,-16.859,-16.167,0.067,0,0,0,0,0,11.431,11.441,0,-17.07,-16.859,5.157,1.792,0,0,0.699,0,0,13.246,0,0,-0.215,,,16.167,12.338,2834,59.3891,1.05,325412,2834,59.38905,,-2.703063,3.206277,0.1396281,0.4634423,0,2.512684,0.022927,-0.6548791,1,29.6808,29.6808,19.7872,19.7872,31,31,8.042615,0.7333333,0.5
12762,2000,66.808,112.232,9.1785,4.531,59.807,3.877,3.877,6.516,0.087,2.669,24.838,0.795,11.457,17.033,1.1,,26.357,0,0,0,23.533,52.425,0,6.016,11.457,71.764,34.689,0,0,31.569,161.069,161.069,59.807,2.096,2.096,3.49,,,144.036,,3564,92.853,14.25,333411,3564,92.853,5.081833,0.0953102,4.720568,0.0237811,0.4671128,0.2213094,,0.0403717,0.151766,4,4.732625,18.9305,80.51022,322.0409,15.25,61,5.963295,0,0.2464057
12762,2001,67.34,111.162,10.0088,4.439,61.134,9.471,9.471,6.108,0.088,2.499,24.406,0.747,12.515,18.361,1.05,,22.845,0,0,0,22.104,50.028,0,7.223,12.515,71.217,34.109,0,0,30.182,174.923,174.923,61.134,1.984,1.984,3.678,,,156.562,,3564,91.62,15,333411,3564,91.62,5.164346,0.0487902,4.710989,0.0224807,0.4500459,0.2195534,,0.0399327,0.1651734,2,5.0852,10.1704,116.3128,232.6256,19,38,5.730544,0,0.4496377
12762,2002,72.12,113.461,11.0054,4.603,67.441,13.778,13.778,6.128,0.089,2.479,17.775,0.183,12.338,17.847,1.02,6.372,24.241,0,0,0,25.564,46.02,0,6.627,12.338,72.606,33.107,0,0,28.924,165.606,165.606,67.441,1.94,1.94,3.925,,,147.759,,3564,96.2096,15.7,333411,3564,96.2096,5.109612,0.0198026,4.731459,0.0218489,0.4056019,0.1566618,,0.040569,0.1572963,5,4.02464,20.1232,104.9969,524.9846,17.2,86,5.781484,0.5,0.5412053
12762,2003,76.254,116.688,12.3787,3.074,75.436,18.805,18.805,6.094,0.089,2.494,12.238,0.733,15.445,21.228,0.98,6.143,23.48,0,0,0,25.985,41.252,0,9.951,15.445,74.646,30.732,0,0,28.823,181.529,181.529,75.436,2.588,2.588,5.075,,,160.301,,3564,144.7934,23.76,333411,3564,144.7934,5.201416,-0.0202027,4.759504,0.0213732,0.3535239,0.104878,,0.0263438,0.181921,2,0,0,207.9782,415.9565,18,36,5.611145,,0.2867647
12788,2000,671.026,1137.505,28.5558,80.355,486.333,4.365,4.365,17.031,0.188,22.506,254.818,3.444,121.722,186.34,9.807,166.647,298.273,0,0,0,361.381,650.117,1.055,72.838,121.722,486.172,251.737,0,0,306.596,1677.939,1677.939,486.333,,,29.923,,,1491.599,76.2,3651,1038.891,61,334310,3651,1038.891,7.425322,2.283096,7.036592,0.0197854,0.5715289,0.2240148,4.333362,0.0706415,0.1638147,1,0,0,1530.654,1530.654,12,12,5.166254,,0.8394241
12789,2000,28.663,42.155,1.4017,2.688,21.836,7.989,7.989,15.578,0.225,1.505,1.087,0,12.862,14.732,0.562,0,4.592,0,0,0,9.905,20.319,0,4.528,12.862,34.327,10.49,0,0,12.943,95.85,95.85,21.836,0,0,4.371,,,81.118,1.073,3669,110.9933,7.125,334290,3669,110.9932,4.562785,-0.5762534,3.741353,0.0357016,0.4820069,0.0257858,0.0704585,0.0637647,0.3494722,1,25.8382,25.8382,206.7056,206.7056,12,12,7.803742,0,0.8916667
12789,2001,30.431,48.194,1.3382,3.864,19.677,5.889,5.889,14.704,0.227,1.539,1.038,0,4.56,6.164,0.62,0.268,5.865,0,0,1.389,16.072,28.517,0,2.955,4.56,38.407,12.764,0,0,16.207,84.379,84.379,19.677,0,0,1.735,,,78.215,2.634,3669,80.1368,5.45,334290,3669,80.1368,4.435318,-0.4780358,3.875235,0.0319334,0.5917127,0.021538,0.9685036,0.080176,0.1278997,1,4.8949,4.8949,9.7898,9.7898,17,17,5.891287,,1
12789,2003,42.325,64.574,1.9491,4.306,29.188,4.746,4.746,14.975,0.15,0.875,0.174,0,12.384,16.738,0.685,0.147,10.038,0,0,3.956,20.753,35.386,0,7.615,12.384,40.34,14.482,0,0,23.216,125.808,125.808,29.188,0,0,4.869,,,109.07,3.534,3669,120.6985,8.06,334290,3669,120.6985,4.834757,-0.3783364,4.167812,0.0135503,0.5479915,0.0026946,1.26243,0.0666832,0.2592065,1,0,0,171.8985,171.8985,22,22,8.215538,,0.9
12804,2001,15.294,20.117,0.934,0.732,6.013,0.058,0.058,6.438,0.065,0.17,3.763,0,0.968,1.646,0.35,0.849,0,0,0,0,8.221,14.104,,-0.787,0.968,9.243,2.515,0,0,13.518,39.481,39.481,6.013,0,0,0.24,,,37.835,,8711,13.1979,2.05,541620,8711,13.1979,3.67582,-1.049822,3.001565,0.0084506,0.7010986,0.1870557,,0.0363871,0.0818213,1,7.5844,7.5844,49.2986,49.2986,8,8,5.928087,0,0.6794872
12804,2002,16.09,21.273,1.1539,0.724,8.324,0.113,0.113,7.214,0.072,0.205,1.859,0,0.619,1.311,0.352,0.776,0,0,0,0,9.49,12.949,0,0.079,0.619,7.68,2.474,0,0,14.52,38.189,38.189,8.324,0,0,0.257,,,36.878,,8711,19.2614,2.67,541620,8711,19.26138,3.642548,-1.044124,3.057439,0.0096366,0.6087059,0.0873878,,0.0340338,0.0616274,2,3.7941,7.5882,144.1758,288.3516,20,40,5.781594,,0.5880769
12828,2000,15.638,41.085,0.9229,0.194,29.316,8.488,8.488,31.581,0.158,1.5,1.125,0.098,7.041,11.11,0.042,24.351,1.382,0,0,0,9.152,10.43,,6.49,7.041,1.551,0.734,1.51,1.51,5.051,32.814,32.814,30.655,0,0,0.523,,,21.704,2.61,2834,96.7168,3.0625,325412,2834,96.71681,3.490855,-3.170086,3.715643,0.0365097,0.2538639,0.0273823,0.9593502,0.0047219,0.270415,1,0,0,139.3708,139.3708,15,15,6.471607,,0.5
12828,2001,12.765,38.887,0.9588,0.167,31.033,5.355,5.355,32.343,0.161,1.125,0,0.146,1.362,4.721,0.023,25.173,1.322,0,0,0,6.373,6.495,0,1.065,1.362,1.658,0.633,1.381,1.381,5.613,23.252,23.252,32.392,0,0,0.335,,,18.531,2.538,2834,36.871,1.14,325412,2834,36.87102,3.146391,-3.772261,3.66066,0.02893,0.1670224,0,0.9313764,0.0042945,0.121403,1,14.7014,14.7014,367.535,367.535,13,13,5.748138,0,0.6522449
12828,2003,7.63,18.92,0.4536,0.086,15.248,4.059,4.059,33.603,0.168,0,0,0.016,-6.638,-3.947,0.027,10.612,1.135,0,0,0,3.484,3.484,0,-10.506,-6.638,1.865,0.479,0.193,0.193,2.24,10.615,10.615,15.436,0,0,-0.544,,0.6,14.562,2.232,2834,15.1214,0.45,325412,2834,15.12135,2.362268,-3.611918,2.94022,0,0.1841438,0,0.802898,0.0045455,-0.2086152,1,0,0,139.3708,139.3708,7,7,6.82755,,0.5
12847,2001,3.912,4.737,,0.042,-7.69,0.056,0.056,17.199,1.548,5.796,1.05,0.606,0.343,0.413,0.031,0,1.584,0,0,0,9.832,10.882,0,-0.52,0.343,0.168,0.08,6.373,6.373,2.03,15.623,15.623,-6.145,0,0,0,,,15.21,,5020,0.86,0.05,421220,5020,0.85995,2.748744,-3.473768,1.555404,1.223559,2.297235,0.2216593,,0.0088664,0.087186,1,14.9726,14.9726,97.3219,97.3219,6,6,5.483712,1,0.8717949
12850,2004,509.473,982.265,16.3082,56.49,597.485,189.784,189.784,36.637,0.381,21.908,108.804,0,114.81,163.375,5.345,57.116,7.373,0,0,0,199.244,383.614,1.166,64.648,114.81,420.525,230.44,0,0,282.199,926.356,926.356,597.485,69.863,69.863,43.272,,,762.981,129.352,7373,1947.989,53.17,541512,7373,1947.989,6.831259,1.676162,6.889861,0.0223036,0.3905402,0.1107685,4.862537,0.0575099,0.1663248,2,3.67535,7.3507,780.8939,1561.788,48,96,6.162082,,0.9035354
12874,2000,5.082,5.946,0.2157,0.112,2.902,1.445,1.445,13.452,0.136,0.617,0.9,1.069,-1.696,-1.352,0.033,0.008,2.443,0,0,0,2.144,3.044,0,-1.828,-1.696,2.887,0.488,0,0,1.083,7.794,7.794,2.902,0,0,0,,0.134,9.146,0.71,3577,42.8783,3.1875,334510,3845,42.87825,2.053354,-3.411248,1.782719,0.1037672,0.5119408,0.1513623,-0.3424903,0.0188362,-0.2273798,1,0,0,515.957,515.957,28,28,5.172772,,0.534004
12874,2003,11.115,62.662,1.3865,0.1,47.895,5.101,5.101,33.637,0.337,1.243,7.005,0.145,-4.32,-3.652,0.11,50.279,2.124,0,0,0,7.762,14.767,0,-8.198,-4.32,1.985,1.268,1.258,1.258,3.343,6.52,6.52,47.895,0,0,0,,0.25,10.172,2.384,3577,177.6034,5.28,334510,3845,177.6034,1.874874,-2.207275,4.137755,0.0198366,0.2356612,0.1117902,0.8687798,0.0015959,-0.0582809,1,0,0,852.6606,852.6606,23,23,5.792155,,0.5235432
12874,2004,14.29,65.136,1.533,0.348,56.971,8.009,8.009,36.342,0.364,1.5,2.175,0.133,-0.267,1.072,0.072,49.538,1.014,0,0,0,5.99,8.165,0,-0.828,-0.267,2.252,1.308,1.258,1.258,5.006,23.308,23.308,56.971,0,0,0,,0.62,22.236,4.833,3577,162.4487,4.47,334510,3845,162.4487,3.148797,-2.631089,4.176477,0.0230287,0.1253531,0.0333917,1.575467,0.0053427,0.0164579,1,0,0,275.0376,275.0376,31,31,6.606856,,0.75
12879,2000,4.081,4.37,0.5513,0.056,3.861,3.735,3.735,7.004,1.751,0.048,0,0,-2.653,-2.572,0.015,0,0.258,0,0,0,0.509,0.509,0,-2.408,-2.653,0.907,0.268,0,0,0,0,0,3.861,0,0,0,,,2.572,1.656,3845,37.6465,5.375,334510,3845,37.6465,,-4.199705,1.474763,0.010984,0.116476,0,0.5044051,0.0128146,-0.5885584,1,3.6912,3.6912,107.0448,107.0448,24,24,5.451454,,0.1970443
12898,2000,41.627,58.032,7.888,3.276,38.88,2.786,2.786,4.929,0.051,1.5,10,1.672,7.767,11.505,0.309,0,24.623,0,0,0,9.125,19.125,0.027,3.897,7.767,30.925,15.392,0,0,11.426,117.713,117.713,38.88,0,0,2.874,,3.702,106.208,5.316,3651,60.3803,12.25,334310,3651,60.38025,4.76825,-1.174414,4.060995,0.0258478,0.3295596,0.1723187,1.670721,0.0564516,0.1982527,1,0,0,74.863,74.863,29,29,6.133757,,0.5111111
12898,2001,33.07,48.418,8.2676,1.843,37.998,5.135,5.135,4.596,0.051,2.5,0,1.619,5.694,9.012,0.271,0,14.37,0,0,0,10.402,10.402,0.018,3.91,5.694,32.768,13.92,0,0,10.83,83.199,83.199,37.998,0,0,1.56,,2.302,74.187,5.252,3651,48.5338,10.56,334310,3651,48.53376,4.421236,-1.305636,3.879872,0.0516337,0.2148375,0,1.658609,0.0380644,0.1861291,1,0,0,54.1508,54.1508,24,24,5.476832,,1
12898,2002,31.478,44.664,8.1647,1.268,35.941,6.941,6.941,4.402,0.051,0,0,1.513,-0.875,2.096,0.198,0,11.919,0,0,0,8.686,8.686,0.037,1.843,-0.875,32.799,12.19,0,0,6.582,70.629,70.629,35.941,0,0,-2.246,,2.053,68.533,6.773,3651,41.3788,9.4,334310,3651,41.3788,4.257441,-1.619488,3.799168,0,0.1944743,0,1.912944,0.0283898,0.0469282,1,0,0,53.1321,53.1321,20,20,6.084334,,0.4761904
12909,2002,,7408.56,117.8917,14.552,1159.111,444.236,623.714,9.832,736.246,66.992,573.501,0,157.793,175.777,1.621,361.444,0,0,0,3690.438,,6249.449,0,75.324,157.793,67.743,34.487,0,0,2139.421,1770.195,1770.195,1159.111,0,0,42.369,,,1594.418,,6351,,205.5,524126,6351,2020.476,7.478845,0.4830433,8.910392,0.0090425,0.8435444,0.0774106,,0.0019642,0.0237262,1,0,0,30.1848,30.1848,25,25,4.5,,0.3333333
12915,2000,28.19,37.736,0.7183,3.071,26.172,5.096,20.052,36.434,0,1.125,4.644,0,-6.522,-4.279,0.21,2.402,1.496,0,0,0,6.695,11.564,0,-12.747,-6.522,16.622,6.738,0,0,5.453,28.788,28.788,26.172,0,0,0.025,,,33.067,10.399,3842,300.5805,8.25,325413,2835,300.5805,3.359959,-1.560648,3.630615,0.0298124,0.3064448,0.1230655,2.34171,0.0813812,-0.113393,2,16.1964,32.3928,71.8152,143.6304,10,20,5.814001,0.9454545,0.7047619
12944,2003,27.762,35.417,5.1978,1.566,19.549,1.206,1.206,3.761,0.377,2.061,5.825,0,8.226,10.545,0.767,0,15.941,0,0,0,9.613,15.868,0,4.931,8.226,36.794,7.593,0,0,8.431,88.297,88.297,19.549,0.43,0.43,2.276,,3.9,77.752,4.191,3812,32.4574,8.63,334511,3812,32.45743,4.480706,-0.2652685,3.567192,0.0581924,0.4480334,0.164469,1.432939,0.0442161,0.2977384,1,0,0,759.3432,759.3432,6,6,6.690784,,0.9523809
12945,2001,378.809,602.525,10.2223,54.56,426.852,84.591,105.366,41.757,0.418,8.175,70.016,0,71.924,101.814,5.6,70.514,135.409,0,0,0,101.754,175.673,0,39.15,71.924,226.561,145.928,0,0,114.055,1062.304,1062.304,426.852,0,0,26.216,,,960.49,,3672,984.6301,23.58,334412,3672,984.6301,6.968195,1.722767,6.401129,0.0135679,0.2915613,0.1162043,,0.0905523,0.1689789,1,10.1882,10.1882,61.1292,61.1292,32,32,5.477687,1,0.4545455
12945,2002,341.811,583.945,10.2472,30.76,430.689,63.347,116.372,42.03,0.42,1.652,25.356,0,9.196,45.8,5.7,64.957,94.032,0,0,,121.957,153.256,0,-4.073,9.196,291.185,170.834,0,0,95.903,883.603,883.603,430.689,0,0,-1.753,,,837.803,,3672,388.7775,9.25,334412,3672,388.7775,6.784008,1.740466,6.369807,0.002829,0.2624494,0.0434219,,0.0526762,0.078432,2,7.267,14.534,163.5075,327.015,35,70,5.513788,0,0.1737248
12947,2000,5.236,8.475,1.209,0.424,4.72,0.1,0.122,3.904,0.039,0.86,0.031,0,-2.161,-1.253,0.097,0.2,2.248,0,0,0,3.724,3.755,0,-2.859,-2.161,7.622,3.039,0,0,2.646,14.596,14.596,4.72,0,0,-0.039,,0.536,15.849,1.095,3845,8.784,2.25,325412,2834,8.784,2.680748,-2.333044,2.137121,0.1014749,0.4430678,0.0036578,0.0907544,0.0500295,-0.1478466,2,3.6912,7.3824,84.8976,169.7952,30,60,5.862129,,0.8811594
12947,2001,7.301,9.968,1.552,0.372,6.087,3.377,3.377,3.922,0.039,0.038,0.859,0,-2.832,-2.311,0.094,0.245,2.052,0,0,0,3.022,3.881,0,1.343,-2.832,7.072,2.422,0,0,1.578,15.929,15.929,6.087,0,0,0.048,,1.233,18.24,0.92,3845,8.8245,2.25,325412,2834,8.8245,2.768141,-2.36446,2.29938,0.0038122,0.3893459,0.0861758,-0.0833816,0.0373194,-0.2318419,2,7.3824,14.7648,51.59755,103.1951,82.5,165,5.604574,0.5,0.722549
13011,2000,192.278,235.346,7.703,12.082,168.233,20.471,133.777,21.84,0.218,0.144,24.748,0,-45.531,-26.749,0.542,13.036,20.122,0,0,0,42.19,67.113,0,-20.79,-45.531,87.091,25.565,0,0,29.825,144.286,144.286,168.233,0,0,-2.2,,,171.035,40.42,3576,92.82,4.25,334118,3576,92.82,4.971797,-0.6124893,5.461057,0.0006119,0.2851674,0.1051558,3.699325,0.0513372,-0.1136582,5,18.20728,91.03641,61.1754,305.877,18.2,91,5.721732,0.9513888,0.7028422
13011,2001,136.464,187.422,5.9107,24.884,131.307,15.879,94.897,22.215,0.222,0.053,24.706,0,-44.624,-29.459,0.498,9.592,14.804,0,0,0,29.393,56.115,0,-37.398,-44.624,85.691,37.972,0,0,19.501,101.546,101.546,131.307,0,0,-1.992,,,131.005,33.014,3576,114.4073,5.15,334118,3576,114.4072,4.620512,-0.6971552,5.233363,0.0002828,0.2994046,0.1318202,3.496932,0.1327699,-0.1571801,3,10.5542,31.6626,257.3257,771.9771,23.33333,70,5.266822,0.4,0.615873
13011,2002,127.821,164.818,5.067,6.432,114.834,20.593,94.568,22.663,0.226,0,24.706,0,-15.757,-6.878,0.428,0,14.569,0,0,0,23.508,49.984,0,-18.448,-15.757,87.496,34.486,0,0,14.574,122.1,122.1,114.834,0,0,-3.824,,,128.978,26.027,3576,136.6579,6.03,334118,3576,136.6579,4.804841,-0.8486321,5.104842,0,0.3032678,0.1498987,3.259135,0.0390249,-0.0417309,7,0,0,111.9961,783.9729,20.28572,142,5.372325,,0.5436508
13011,2003,136.004,172.084,5.1172,5.521,123.658,12.174,99.732,24.165,0.241,0,24.706,0,-2.081,6.665,0.41,,13.665,0,0,0,22.015,48.426,0,-0.559,-2.081,88.415,31.423,0,0,19.709,127.036,127.036,123.658,0,0,0.02,,,120.371,27.609,3576,241.1667,9.98,334118,3576,241.1667,4.844471,-0.8915981,5.147983,0,0.2814091,0.1435694,3.318142,0.0320832,0.0387311,1,0,0,103.1391,103.1391,20,20,5.087276,,0
13011,2004,139.535,168.476,4.8237,3.819,120.611,14.325,108.011,25.004,0.25,0,24.706,0,-4.692,3.912,0.353,,13.274,0,0,0,22.29,47.865,0,-6.432,-4.692,79.62,26.318,0,0,15.725,114.218,114.218,120.611,0,0,-1.1,,,110.306,26.053,3576,140.7725,5.63,334118,3576,140.7725,4.738109,-1.041287,5.126793,0,0.2841057,0.146644,3.260133,0.0226679,0.0232199,2,0,0,264.5187,529.0374,22,44,5.443635,,0.647619
13013,2001,16.492,28.908,2.7167,1.365,25.119,7.09,7.09,9.246,0.092,0.182,0.21,0,2.626,4.442,0.236,7.201,4.898,0,0,0,3.579,3.789,0,1.755,2.626,9.449,4.994,0,0,3.835,28.535,28.535,25.119,0,0,1.028,,,24.093,1.56,3842,50.3907,5.45,339113,3842,50.3907,3.351131,-1.443923,3.364118,0.0062958,0.131071,0.0072644,0.4446858,0.0472188,0.1536599,2,0,0,371.2104,742.4207,50,100,5.577076,,0.6317542
13013,2002,21.02,36.613,3.1607,2.253,30.298,7.866,7.866,9.586,0.096,0.362,0.322,0,4.55,6.344,0.35,7.127,7.368,0,0,0,5.833,6.315,0,3.041,4.55,14.371,8.408,0,0,4.815,39.962,39.962,30.298,0.16,0.16,1.544,,,33.618,2.272,3842,76.688,8,339113,3842,76.688,3.687929,-1.049822,3.600403,0.0098872,0.1724797,0.0087947,0.8206605,0.0615355,0.1732718,2,0,0,577.0553,1154.111,39,78,5.588367,,0.6522317
13013,2003,63.383,80.845,6.4762,4.339,74.062,44.102,44.102,11.436,0.114,0.281,0.045,0,7.348,9.535,0.425,6.892,10.849,0,0,0,6.184,6.783,0,4.973,7.348,18.403,10.559,0,0,6.541,57.989,57.989,74.062,0.554,0.554,2.416,,,48.454,3.806,3845,270.347,23.64,339113,3842,270.347,4.060253,-0.8556661,4.392534,0.0034758,0.0839013,0.0005566,1.336579,0.0536706,0.1179417,2,0,0,662.0113,1324.023,16.5,33,5.596523,,0.4552288
13135,2000,1457.809,2774.211,19.5188,93.971,748.976,26.425,26.425,38.372,0.227,64.268,831.354,22.814,217.158,280.273,24.6,698.197,641.097,0,24.913,0,918.008,2025.235,,106.607,217.158,860.482,484.297,0,0,680.467,3897.403,3897.403,748.976,0,0,14.362,,,3617.13,46.9,3585,1177.541,30.6875,333415,3585,1177.541,8.268065,3.202746,7.928122,0.0231662,0.730022,0.2996722,3.848018,0.0338731,0.101028,14,9.203786,128.853,58.07835,813.0969,31.85714,446,5.555689,0.8513889,0.7271858
13135,2001,1250.469,2572.509,18.8525,98.126,739.434,39.434,39.434,39.222,0.228,36.604,724.378,23.222,230.613,290.268,23.6,660.749,515.26,0,24.957,0,777.639,1833.075,,45.989,230.613,864.201,480.999,0,0,613.892,3930.677,3930.677,739.434,0,0,-9.024,,,3640.409,46.2,3585,1495.535,38.13,333415,3585,1495.535,8.276567,3.161247,7.852637,0.0142289,0.7125631,0.2815842,3.83298,0.0381441,0.1128346,23,6.720939,154.5816,82.07838,1887.803,28.47826,655,5.535154,0.7583333,0.64531
13135,2002,1275.247,2506.122,17.2206,69.562,682.814,92.94,92.94,39.651,0.229,32.709,618.224,23.653,177.332,239.499,22.8,552.623,473.779,0,29.389,0,838.659,1823.308,,-98.26,177.332,894.474,500.318,0,0,627.067,3843.373,3843.373,682.814,0,0,25.715,,23.6,3603.874,42.2,3585,1013.876,25.57,333415,3585,1013.876,8.254106,3.12676,7.826492,0.0130516,0.7275416,0.2466855,3.74242,0.0277568,0.0955656,15,1.185253,17.7788,246.8546,3702.818,29.33333,440,5.672227,,0.6587465
13135,2003,1330.795,2673.135,19.0164,84.704,776.4,49.65,49.65,40.828,0.231,30.755,582.027,23.983,175.425,247.115,22.3,565.926,512.714,0,28.2,0,968.301,1896.735,,-3.998,175.425,1064.118,541.118,0,0,638.51,4076.054,4076.054,776.4,0,0,2.653,,27.5,3828.939,42.3,3585,1502.47,36.8,333415,3585,1502.47,8.312884,3.104587,7.891007,0.0115052,0.7095545,0.217732,3.744787,0.0316871,0.0924439,18,0,0,333.9344,6010.82,26.22222,472,5.589476,,0.6483634
13135,2004,1606.642,3010.415,21.04,82.696,878.863,42.881,42.881,41.771,0.233,19.539,545.468,33.165,149.188,225.835,23.2,582.208,615.131,0,35.725,0,1204.832,2131.552,,81.579,149.188,1094.611,556.629,0,0,804.141,4510.143,4510.143,878.863,0,0,13.398,,30.2,4284.308,47.7,3585,1442.77,34.54,333415,3585,1442.77,8.414084,3.144152,8.009833,0.0064905,0.7080592,0.1811936,3.864931,0.02747,0.0750179,11,0,0,756.0972,8317.069,21.63636,238,5.800161,,0.6689543
13184,2000,3.868,6.859,0.5563,0.028,5.619,3.78,3.78,10.1,0.011,0,0,0,-1.676,-1.358,0.005,0,0,0,0,0.598,1.24,1.24,0,-0.348,-1.676,3.106,2.332,0,0,0.054,2.799,2.799,5.619,0,0,0,,,4.157,1.962,2836,7.2594,0.71875,325414,2836,7.259375,1.029262,-5.298317,1.925562,0,0.1807844,0,0.6739644,0.0040822,-0.197988,1,3.6912,3.6912,25.8384,25.8384,22,22,7.614414,,0.8095238
13184,2001,5.447,7.611,0.6081,0,6.583,5.273,5.273,10.825,0.011,0,0,0,-1.321,-0.735,0.005,0,0,0,0,0.365,1.028,1.028,0,-0.931,-1.321,3.106,1.746,0,0,0.151,4.009,4.009,6.583,0,0,0,,,4.744,1.844,2836,7.0363,0.65,325414,2836,7.03625,1.388542,-5.298317,2.029595,0,0.1350677,0,0.6119371,0,-0.0965708,2,0,0,270.6301,541.2602,5.5,11,5.950555,,0.6678896
13184,2003,11.881,12.324,0.3019,0.228,10.193,11.645,11.645,33.758,0.034,0,0,0,-11.284,-11.282,0.013,0,0,0,0,0,1.12,1.801,0.33,-17.845,-11.284,0.229,0.227,0,0,0,0.094,0.094,10.193,0,0,0,,,11.376,4.388,2836,62.7899,1.86,325414,2836,62.78988,-2.36446,-4.342806,2.511549,0,0.1461376,0,1.478873,0.0185005,-0.9154495,1,0,0,34.8427,34.8427,34,34,5.857837,,
13184,2004,3.956,5.049,0.0403,0.772,1.595,1.988,3,39.556,0.04,0,0,0,-13.59,-13.486,0.023,0,0,0,0,0,2.735,3.283,0.171,-16.392,-13.59,1.001,0.895,0,0,0,0.428,0.428,1.595,0,0,0,,,13.914,9.035,2836,55.3784,1.4,325414,2836,55.3784,-0.8486321,-3.772261,1.61919,0,0.6502278,0,2.201106,0.1529016,-2.671024,1,0,0,324.7254,324.7254,6,6,5.616075,,0.7499999
13200,2001,151.396,673.538,9.4848,48.67,287.161,34.684,34.684,30.276,0.303,33.918,188.021,0,45.081,112.583,1.69,,21.492,0,0,6.658,102.664,341.367,45.01,-4.026,45.081,693.936,402.776,0,0,70.704,377.969,377.969,287.161,38.19,38.19,-3,,,265.386,24.858,3674,751.4503,24.82,334413,3674,751.4503,5.934812,0.5247285,6.512545,0.050358,0.5068266,0.2791543,3.21318,0.0722602,0.1671517,5,8.136319,40.6816,80.75088,403.7544,15.8,79,5.19423,0.6666666,0.7865807
